"","iso_code","country","year","co2","consumption_co2","co2_growth_prct","co2_growth_abs","trade_co2","co2_per_capita","consumption_co2_per_capita","share_global_co2","cumulative_co2","share_global_cumulative_co2","co2_per_gdp","consumption_co2_per_gdp","co2_per_unit_energy","coal_co2","cement_co2","flaring_co2","gas_co2","oil_co2","other_industry_co2","cement_co2_per_capita","coal_co2_per_capita","flaring_co2_per_capita","gas_co2_per_capita","oil_co2_per_capita","other_co2_per_capita","trade_co2_share","share_global_cement_co2","share_global_coal_co2","share_global_flaring_co2","share_global_gas_co2","share_global_oil_co2","share_global_other_co2","cumulative_cement_co2","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_oil_co2","cumulative_other_co2","share_global_cumulative_cement_co2","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","total_ghg","ghg_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","population","gdp","primary_energy_consumption","energy_per_capita","energy_per_gdp","Region","Subregion","Notes","Country code","Type","Parent code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"142","RWA","Rwanda",2019,1.111,NA,2.85,0.031,NA,0.088,NA,0,27.515,0,NA,NA,NA,NA,0.131,NA,0.042,0.938,NA,0.01,NA,NA,0.003,0.074,NA,NA,0.01,NA,NA,0,0.01,NA,1.389,NA,NA,0.225,25.867,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,12626938,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,646,"Country/Area",910,2186.183,2251.125,2314.181,2379.688,2450.362,2527.293,2609.863,2695.818,2781.612,2862.799,2935.575,2998.334,3052.937,3105.417,3164.258,3235.536,3321.674,3420.897,3529.839,3643.237,3757.351,3871.428,3987.223,4106.411,4231.579,4364.709,4506.109,4655.386,4812.872,4978.812,5153.314,5329.25,5504.847,5690.989,5902.847,6146.884,6443.748,6779.981,7088.194,7276.983,7288.883,7083.928,6702.239,6263.758,5936.253,5836.49,6013.112,6419.898,6962.8,7501.238,7933.688,8231.15,8427.061,8557.16,8680.516,8840.22,9043.342,9273.759,9524.532,9782.77,10039.338,10293.333,10549.668,10811.538,11083.629,11369.066,11668.829,11980.96,12301.969,12626.938,12952.209
"143","SHN","Saint Helena",2019,0.011,NA,-2.62,0,NA,1.819,NA,0,0.367,0,NA,NA,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,1.819,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,6061,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",4,654,"Country/Area",914,5.249,5.285,5.317,5.331,5.34,5.346,5.352,5.363,5.374,5.375,5.363,5.342,5.333,5.325,5.31,5.325,5.365,5.424,5.505,5.6,5.696,5.798,5.914,6.028,6.139,6.231,6.323,6.397,6.458,6.522,6.584,6.646,6.702,6.759,6.8,6.818,6.82,6.8,6.759,6.715,6.654,6.573,6.487,6.394,6.305,6.244,6.2,6.185,6.166,6.125,6.054,5.944,5.799,5.644,5.489,5.354,5.261,5.184,5.153,5.135,5.183,5.281,5.416,5.583,5.737,5.869,5.958,6.008,6.039,6.061,6.071
"144","KNA","Saint Kitts and Nevis",2019,0.242,NA,-2.62,-0.007,NA,4.59,NA,0,6.134,0,NA,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA,4.59,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6.134,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,52834,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,659,"Country/Area",915,46.053,46.131,46.488,47.044,47.731,48.488,49.253,49.949,50.545,50.975,51.199,51.196,50.961,50.529,49.928,49.209,48.351,47.388,46.399,45.529,44.878,44.489,44.318,44.304,44.322,44.271,44.14,43.944,43.703,43.452,43.201,42.963,42.733,42.477,42.198,41.874,41.479,41.041,40.633,40.354,40.26,40.381,40.691,41.141,41.618,42.077,42.472,42.857,43.225,43.622,44.083,44.602,45.168,45.749,46.323,46.852,47.333,47.769,48.178,48.599,49.011,49.442,49.881,50.328,50.776,51.204,51.629,52.036,52.438,52.834,53.192
"145","LCA","Saint Lucia",2019,0.353,NA,-2.62,-0.009,NA,1.93,NA,0,11.824,0,NA,NA,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,11.824,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,182795,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,662,"Country/Area",915,82.783,83.813,84.658,85.352,85.945,86.47,86.989,87.519,88.123,88.841,89.698,90.718,91.892,93.214,94.637,96.138,97.721,99.37,101.028,102.599,104.016,105.244,106.303,107.311,108.389,109.634,111.074,112.685,114.398,116.148,117.828,119.435,120.987,122.571,124.296,126.246,128.448,130.868,133.364,135.787,138.019,140.001,141.758,143.402,145.08,146.871,148.837,150.92,153.023,154.988,156.737,158.184,159.392,160.53,161.821,163.408,165.378,167.644,170.011,172.223,174.092,175.538,176.654,177.505,178.307,179.131,180.028,180.955,181.89,182.795,183.629
"146","SPM","Saint Pierre and Miquelon",2019,0.077,NA,-2.62,-0.002,NA,13.255,NA,0,3.74,0,NA,NA,NA,NA,NA,NA,NA,0.077,NA,NA,NA,NA,NA,13.255,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.244,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5821,NA,NA,NA,NA,"Northern America","NORTHERN AMERICA",2,666,"Country/Area",918,4.567,4.609,4.648,4.678,4.721,4.749,4.801,4.841,4.886,4.929,4.975,5.014,5.041,5.081,5.12,5.162,5.229,5.297,5.38,5.464,5.551,5.642,5.753,5.845,5.932,6.005,6.051,6.103,6.122,6.138,6.129,6.109,6.067,6.03,6.003,6.017,6.068,6.148,6.236,6.327,6.385,6.425,6.435,6.423,6.416,6.389,6.375,6.366,6.35,6.324,6.298,6.255,6.207,6.15,6.118,6.113,6.16,6.22,6.286,6.343,6.361,6.323,6.251,6.168,6.073,5.992,5.933,5.885,5.845,5.821,5.795
"147","VCT","Saint Vincent and the Grenadines",2019,0.257,NA,-2.62,-0.007,NA,2.326,NA,0,6.875,0,NA,NA,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,2.326,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6.875,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,110593,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,670,"Country/Area",915,66.997,68.075,69.289,70.612,72.05,73.55,75.108,76.67,78.196,79.632,80.97,82.168,83.239,84.2,85.117,86.009,86.907,87.779,88.663,89.565,90.501,91.49,92.511,93.559,94.618,95.665,96.694,97.708,98.688,99.649,100.566,101.439,102.255,103.035,103.776,104.503,105.217,105.905,106.533,107.071,107.489,107.772,107.941,108.036,108.059,108.043,107.983,107.895,107.807,107.763,107.787,107.893,108.095,108.322,108.52,108.617,108.602,108.516,108.401,108.293,108.26,108.315,108.435,108.624,108.868,109.135,109.467,109.826,110.21,110.593,110.947
"148","WSM","Samoa",2019,0.285,NA,6.54,0.018,NA,1.448,NA,0,7.079,0,NA,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,1.448,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.079,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,197093,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,882,"Country/Area",957,82.106,84.421,86.805,89.209,91.666,94.186,96.778,99.48,102.328,105.367,108.627,112.112,115.768,119.552,123.346,127.055,130.672,134.181,137.484,140.495,143.146,145.407,147.295,148.858,150.191,151.353,152.362,153.218,153.986,154.74,155.522,156.41,157.365,158.345,159.243,159.995,160.552,160.962,161.369,161.935,162.797,164,165.49,167.117,168.689,170.05,171.165,172.065,172.839,173.606,174.454,175.394,176.41,177.481,178.597,179.722,180.874,182.045,183.27,184.553,185.944,187.469,189.089,190.712,192.22,193.51,194.54,195.358,196.128,197.093,198.41
"149","STP","Sao Tome and Principe",2019,0.129,NA,2.39,0.003,NA,0.6,NA,0,3.219,0,NA,NA,NA,NA,NA,NA,NA,0.129,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3.219,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,215048,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,678,"Country/Area",911,59.998,59.219,58.554,58.184,58.261,58.807,59.774,61.027,62.347,63.509,64.294,64.597,64.478,64.237,64.278,64.884,66.172,68.039,70.258,72.501,74.57,76.344,77.93,79.463,81.148,83.134,85.475,88.102,90.846,93.458,95.788,97.767,99.478,101.064,102.826,104.926,107.429,110.259,113.288,116.313,119.211,121.949,124.574,127.066,129.426,131.679,133.799,135.831,137.855,139.964,142.264,144.76,147.45,150.405,153.736,157.472,161.676,166.297,171.122,175.877,180.372,184.521,188.394,192.076,195.727,199.439,203.221,207.086,211.032,215.048,219.161
"150","SAU","Saudi Arabia",2019,582.15,NA,0.93,5.392,NA,16.988,NA,1.6,14904.295,0.9,NA,NA,0.19,NA,24.604,0.095,229.627,327.823,NA,0.718,NA,0.003,6.701,9.566,NA,NA,1.57,NA,0.02,3.02,2.65,NA,505.868,NA,902.794,4295.444,9200.189,NA,1.22,NA,5.29,1.81,1.58,NA,NA,NA,NA,NA,NA,NA,34268529,NA,3065.428,89451.938,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,682,"Country/Area",922,3121.34,3198.811,3283.593,3372.837,3464.662,3558.165,3653.505,3751.798,3855.03,3965.799,4086.534,4218.852,4362.788,4516.54,4677.304,4843.632,5015.353,5195.124,5387.822,5599.909,5836.388,6100.631,6392.973,6711.922,7054.532,7419.486,7802.928,8207.695,8646.845,9137.928,9691.471,10311.771,10988.851,11701.132,12418.836,13118.998,13794.167,14445.663,15070.082,15666.289,16233.786,16772.695,17282.686,17763.297,18214.475,18638.79,19033.843,19407.138,19783.301,20194.531,20663.84,21202.646,21805.322,22456.645,23132.686,23816.175,24498.313,25184.589,25888.535,26630.303,27421.468,28267.591,29154.906,30052.058,30916.603,31717.676,32443.443,33101.183,33702.757,34268.529,34813.867
"151","SEN","Senegal",2019,9.823,NA,1.37,0.132,NA,0.603,NA,0.03,228.069,0.01,NA,NA,NA,1.316,1.784,NA,0.04,6.684,NA,0.109,0.081,NA,0.002,0.41,NA,NA,0.11,0.01,NA,0,0.05,NA,34.595,14.684,NA,1.068,177.82,NA,0.08,0,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,16296362,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,686,"Country/Area",914,2486.642,2545.343,2606.617,2670.733,2737.91,2808.239,2881.767,2958.481,3038.293,3121.093,3206.757,3295.28,3386.803,3481.654,3580.241,3682.879,3789.381,3899.648,4014.107,4133.324,4257.508,4387.532,4522.886,4660.726,4797.188,4929.846,5057.375,5181.505,5306.685,5439.069,5583.157,5740.441,5909.734,6089.567,6277.42,6471.329,6670.665,6875.746,7086.624,7303.511,7526.306,7755.503,7990.09,8226.749,8461.066,8690.155,8912.872,9130.876,9347.777,9568.717,9797.731,10036.102,10283.694,10541.47,10810.086,11090.123,11382.272,11687.078,12004.7,12335.092,12678.143,13033.814,13401.99,13782.429,14174.74,14578.45,14993.514,15419.354,15854.324,16296.362,16743.93
"152","SRB","Serbia",2019,54.667,NA,18.7,8.614,NA,6.232,NA,0.15,2740.338,0.17,NA,NA,NA,40.009,0.749,NA,4.939,8.969,NA,0.085,4.561,NA,0.563,1.022,NA,NA,0.05,0.28,NA,0.06,0.07,NA,69.921,2030.517,NA,188.883,450.076,NA,0.17,0.26,NA,0.08,0.08,NA,NA,NA,NA,NA,NA,NA,8772228,NA,NA,NA,NA,"Europe","EUROPE",31,688,"Country/Area",925,6732.252,6853.292,6963.394,7063.171,7153.361,7234.917,7308.93,7376.691,7439.611,7499.166,7556.732,7613.358,7669.607,7725.498,7780.687,7835.085,7888.803,7942.636,7997.997,8056.665,8119.865,8187.994,8260.626,8337.073,8416.255,8497.172,8579.634,8663.33,8746.979,8829.036,8908.295,8984.597,9057.971,9127.675,9192.92,9253.396,9306.347,9352.149,9397.31,9450.77,9517.677,9602.879,9701.145,9795.253,9861.631,9884.145,9856.064,9784.689,9685.43,9580.824,9487.612,9410.769,9346.464,9292.232,9242.643,9193.818,9145.913,9101.189,9060.105,9023.354,8991.258,8963.761,8940.116,8918.892,8898.284,8876.777,8853.963,8829.623,8802.741,8772.228,8737.37
"153","SYC","Seychelles",2019,0.623,NA,2.92,0.018,NA,6.374,NA,0,15.906,0,NA,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,6.374,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,15.906,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,97741,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,690,"Country/Area",910,36.325,36.904,37.475,38.003,38.505,38.963,39.394,39.837,40.32,40.904,41.611,42.46,43.461,44.546,45.678,46.787,47.866,48.916,49.998,51.132,52.371,53.714,55.127,56.609,58.096,59.584,61.044,62.483,63.85,65.114,66.237,67.242,68.12,68.837,69.402,69.772,69.941,69.946,69.925,70.089,70.572,71.446,72.661,74.071,75.444,76.653,77.597,78.357,79.064,79.904,80.998,82.413,84.077,85.807,87.388,88.652,89.528,90.082,90.45,90.788,91.273,91.882,92.608,93.397,94.214,94.981,95.711,96.418,97.094,97.741,98.34
"154","SLE","Sierra Leone",2019,1.027,NA,4,0.04,NA,0.132,NA,0,36.265,0,NA,NA,NA,NA,NA,NA,NA,1.027,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,35.401,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,7813207,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,694,"Country/Area",914,2041.201,2064.466,2088.48,2113.345,2139.09,2165.816,2193.62,2222.596,2252.841,2284.487,2317.638,2352.37,2388.759,2426.864,2466.671,2508.226,2551.58,2596.798,2644.011,2693.344,2744.89,2798.727,2854.866,2913.347,2974.105,3037.158,3102.595,3170.503,3240.841,3313.506,3388.494,3464.113,3540.164,3619.854,3707.513,3805.304,3916.685,4038.154,4156.636,4254.434,4319.763,4348.663,4347.727,4328.965,4309.78,4303.953,4312.66,4335.295,4381.484,4462.374,4584.57,4754.069,4965.77,5201.074,5433.995,5645.629,5829.24,5989.641,6133.599,6272.735,6415.636,6563.238,6712.586,6863.975,7017.153,7171.909,7328.846,7488.427,7650.149,7813.207,7976.985
"155","SGP","Singapore",2019,38.945,NA,1.72,0.657,NA,6.71,NA,0.11,2124.589,0.13,NA,NA,0.04,1.434,NA,NA,20.899,16.611,NA,NA,0.247,NA,3.601,2.862,NA,NA,NA,0.01,NA,0.27,0.13,NA,NA,17.056,NA,312.452,1767.542,NA,NA,0,NA,0.13,0.3,NA,NA,NA,NA,NA,NA,NA,5804343,NA,986.019,169886.083,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,702,"Country/Area",920,1022.095,1067.797,1119.932,1177.58,1239.692,1305.103,1372.516,1440.49,1507.544,1572.174,1633.133,1689.6,1741.457,1789.374,1834.517,1877.826,1919.274,1958.735,1996.87,2034.514,2072.284,2110.958,2150.498,2189.609,2226.377,2259.721,2288.86,2314.988,2341.401,2372.594,2411.69,2460.503,2517.983,2580.915,2644.495,2705.537,2762.442,2816.974,2873.279,2937.277,3012.968,3101.144,3199.642,3305.801,3415.701,3525.964,3638.177,3752.131,3860.721,3954.741,4028.872,4077.15,4104.407,4129.227,4177.202,4265.693,4402.324,4578.629,4775.81,4966.614,5131.17,5263.64,5369.469,5453.732,5525.628,5592.143,5653.625,5708.042,5757.503,5804.343,5850.343
"156","SXM","Sint Maarten (Dutch part)",2019,0.753,NA,-2.62,-0.02,NA,17.769,NA,0,66.468,0,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,17.769,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,66.468,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,42389,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",15,534,"Country/Area",915,1.49,1.662,1.797,1.913,2.007,2.112,2.21,2.321,2.46,2.624,2.833,3.077,3.367,3.703,4.063,4.46,4.895,5.362,5.857,6.354,6.854,7.372,7.892,8.429,8.977,9.556,10.147,10.791,11.481,12.244,13.097,14.03,15.032,16.175,17.517,19.127,21.028,23.157,25.334,27.28,28.814,29.852,30.458,30.765,30.95,31.164,31.434,31.731,32.043,32.321,32.564,32.782,32.99,33.195,33.342,33.436,33.452,33.406,33.424,33.65,34.166,35.05,36.238,37.58,38.872,39.967,40.812,41.444,41.936,42.389,42.882
"157","SVK","Slovakia",2019,33.315,NA,-7.68,-2.773,NA,6.105,NA,0.09,3866.703,0.23,NA,NA,0.182,11.682,1.347,0.02,9.575,9.745,0.946,0.247,2.141,0.004,1.754,1.786,0.173,NA,0.09,0.08,0,0.13,0.08,0.82,86.307,2645.779,0.703,487.218,615.346,31.35,0.21,0.34,0,0.2,0.11,0.88,NA,NA,NA,NA,NA,NA,5457012,NA,182.581,33458.196,NA,"Europe","EUROPE",NA,703,"Country/Area",923,3436.576,3510.922,3587.655,3664.913,3741.206,3815.396,3886.744,3954.855,4019.642,4081.313,4140.128,4196.169,4249.208,4298.59,4343.459,4383.446,4418.201,4448.551,4476.829,4506.152,4538.843,4575.562,4615.834,4659.278,4705.102,4752.537,4801.74,4852.494,4903.206,4951.789,4996.73,5037.339,5073.882,5106.983,5137.69,5166.787,5194.302,5219.967,5244.036,5266.805,5288.455,5309.229,5329.029,5347.212,5362.894,5375.47,5384.792,5391.202,5395.253,5397.709,5399.207,5399.995,5400.124,5399.844,5399.374,5398.962,5398.674,5398.693,5399.362,5401.149,5404.293,5408.932,5414.894,5421.721,5428.798,5435.614,5442.001,5447.903,5453.017,5457.012,5459.643
"158","SVN","Slovenia",2019,13.696,NA,-5.46,-0.791,NA,6.589,NA,0.04,838.403,0.05,NA,NA,0.176,4.467,0.45,0.131,1.702,6.844,0.103,0.216,2.149,0.063,0.819,3.293,0.049,NA,0.03,0.03,0.03,0.02,0.06,0.09,27.267,364.047,4.366,65.412,373.039,4.271,0.07,0.05,0.03,0.03,0.06,0.12,NA,NA,NA,NA,NA,NA,2078654,NA,77.851,37446.178,NA,"Europe","EUROPE",NA,705,"Country/Area",925,1473.093,1481.629,1491.677,1502.835,1514.79,1527.207,1539.788,1552.256,1564.362,1575.868,1586.628,1596.554,1605.64,1614.019,1621.886,1629.439,1636.661,1643.695,1651.09,1659.562,1669.584,1681.432,1694.979,1709.978,1725.971,1742.621,1759.721,1777.315,1795.643,1815.106,1835.842,1857.851,1880.707,1903.548,1925.312,1945.129,1962.87,1978.498,1991.387,2000.832,2006.404,2007.78,2005.352,2000.56,1995.326,1991.126,1988.58,1987.457,1987.384,1987.625,1987.71,1987.457,1987.265,1987.855,1990.226,1994.979,2002.427,2012.128,2023.049,2033.807,2043.336,2051.278,2057.826,2063.12,2067.488,2071.199,2074.205,2076.395,2077.836,2078.654,2078.932
"159","SLB","Solomon Islands",2019,0.318,NA,6.54,0.02,NA,0.475,NA,0,10.165,0,NA,NA,NA,NA,NA,NA,NA,0.318,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,10.165,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,669821,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,90,"Country/Area",928,89.793,91.79,94.059,96.539,99.191,102.001,104.935,107.986,111.157,114.436,117.847,121.385,125.04,128.838,132.766,136.815,140.995,145.319,149.887,154.83,160.24,166.163,172.55,179.306,186.297,193.401,200.602,207.885,215.299,222.841,230.55,238.423,246.451,254.566,262.691,270.787,278.834,286.871,294.976,303.272,311.869,320.781,330.004,339.501,349.273,359.276,369.517,379.998,390.702,401.592,412.665,423.949,435.434,447.016,458.549,469.918,481.086,492.133,503.366,515.182,527.861,541.522,556.066,571.329,587.079,603.133,619.438,636.03,652.856,669.821,686.878
"160","SOM","Somalia",2019,0.678,NA,2.92,0.019,NA,0.044,NA,0,32.354,0,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,32.256,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,15442906,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,706,"Country/Area",910,2264.076,2307.679,2351.943,2397.188,2443.647,2491.543,2541.019,2592.154,2645.028,2699.62,2755.967,2814.125,2874.215,2936.478,3001.16,3068.465,3143.654,3227.835,3312.735,3386.736,3444.569,3472.357,3479.792,3512.626,3632.986,3880.285,4278.974,4802.134,5375.018,5892.763,6281.138,6511.115,6608.04,6618.594,6614.713,6648.628,6736.751,6862.267,7005.226,7133.263,7225.089,7274.026,7295.38,7315.864,7372.592,7491.647,7682.683,7936.122,8235.064,8553.595,8872.25,9186.719,9501.335,9815.412,10130.251,10446.856,10763.904,11080.122,11397.188,11717.691,12043.886,12376.305,12715.487,13063.711,13423.571,13797.204,14185.635,14589.165,15008.225,15442.906,15893.219
"161","ZAF","South Africa",2019,478.608,NA,1.4,6.607,NA,8.173,NA,1.31,20722.289,1.25,NA,NA,0.319,410.45,5.205,NA,9.421,53.532,NA,0.089,7.009,NA,0.161,0.914,NA,NA,0.33,2.86,NA,0.12,0.43,NA,243.26,17975.867,NA,185.294,2317.867,NA,0.58,2.33,NA,0.08,0.4,NA,NA,NA,NA,NA,NA,NA,58558267,NA,1500.24,25619.735,NA,"Africa","SUB-SAHARAN AFRICA",NA,710,"Country/Area",913,13628.434,13921.934,14226.257,14541.56,14868.163,15206.501,15557.198,15921.02,16298.795,16691.451,17099.836,17524.533,17965.733,18423.157,18896.303,19384.838,19888.259,20406.863,20942.147,21496.075,22069.783,22665.265,23281.517,23913.09,24552.54,25195.184,25836.89,26480.915,27138.966,27827.325,28556.771,29333.095,30150.448,30993.762,31841.588,32678.876,33495.956,34297.727,35100.905,35930.056,36800.507,37718.952,38672.611,39633.754,40564.061,41435.761,42241.007,42987.456,43682.259,44338.551,44967.713,45571.272,46150.913,46719.203,47291.61,47880.595,48489.464,49119.766,49779.472,50477.013,51216.967,52003.759,52832.659,53687.125,54544.184,55386.369,56207.649,57009.751,57792.52,58558.267,59308.69
"162","SSD","South Sudan",2019,1.585,NA,2.92,0.045,NA,0.143,NA,0,37.668,0,NA,NA,NA,NA,NA,NA,NA,1.585,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,37.559,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,11062114,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,728,"Country/Area",910,2482.306,2501.57,2525.204,2552.932,2584.512,2619.718,2658.3,2700.075,2744.848,2792.443,2842.718,2895.609,2951.041,3009.061,3069.735,3133.155,3199.348,3268.392,3340.426,3415.572,3494.011,3575.896,3661.442,3750.78,3844.094,3941.613,4041.792,4144.552,4253.085,4371.711,4502.603,4646.478,4799.435,4953.154,5096.478,5220.748,5328.167,5419.808,5485.288,5511.582,5492.62,5420.179,5305.449,5185.712,5111.371,5118.084,5221.925,5411.653,5661.934,5933.884,6199.396,6447.791,6688.225,6935.665,7213.354,7535.931,7907.407,8315.144,8736.932,9142.258,9508.372,9830.695,10113.648,10355.03,10554.882,10715.657,10832.52,10910.774,10975.924,11062.114,11193.729
"163","ESP","Spain",2019,252.683,NA,-6.29,-16.971,NA,5.406,NA,0.69,14643.476,0.89,NA,NA,0.159,21.797,9.667,3.791,71,143.413,3.015,0.207,0.466,0.081,1.519,3.068,0.064,NA,0.62,0.15,0.88,0.93,1.16,2.62,688.811,4824.173,76.672,1521.093,7427.931,104.797,1.66,0.62,0.45,0.64,1.28,2.94,NA,NA,NA,NA,NA,NA,46736782,NA,1589.265,34004.435,NA,"Europe","EUROPE",32,724,"Country/Area",925,28069.734,28219.62,28399.033,28600.36,28818.012,29048.392,29290.079,29543.626,29811.311,30096.577,30402.413,30729.65,31075.475,31432.768,31791.938,32146.255,32491.643,32830.181,33168.777,33517.677,33883.749,34267.463,34664.234,35069.433,35476.435,35879.21,36276.748,36666.77,37040.401,37386.81,37698.2,37971.968,38209.686,38413.3,38586.704,38733.866,38855.631,38954.49,39038.686,39118.555,39202.524,39299.081,39410.852,39533.726,39660.079,39787.413,39908.962,40035.286,40201.561,40454.472,40824.745,41319.431,41919.593,42596.455,43308.345,44019.118,44728.561,45429.071,46068.811,46583.566,46931.011,47084.242,47063.059,46930.554,46777.927,46671.919,46634.131,46647.425,46692.863,46736.782,46754.783
"164","LKA","Sri Lanka",2019,24.841,NA,8.13,1.868,NA,1.165,NA,0.07,483.114,0.03,NA,NA,0.249,6.343,1.03,NA,NA,17.469,NA,0.048,0.297,NA,NA,0.819,NA,NA,0.07,0.04,NA,NA,0.14,NA,22.832,50.052,NA,NA,410.23,NA,0.05,0.01,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,21323734,NA,99.618,4671.618,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,144,"Country/Area",5501,7971.098,8108.428,8256.559,8417.112,8591.021,8778.441,8978.765,9190.652,9412.139,9640.82,9874.476,10111.639,10352.18,10597.516,10849.977,11110.825,11380.665,11657.65,11937.607,12214.948,12485.736,12747.831,13002.234,13252.033,13501.931,13755.141,14012.894,14273.495,14533.691,14788.866,15035.84,15272.822,15501.21,15724.641,15948.501,16176.282,16408.861,16643.956,16878.186,17106.752,17325.769,17535.732,17736.827,17924.827,18094.474,18242.917,18367.29,18470.897,18564.595,18663.293,18777.606,18911.727,19062.476,19224.036,19387.153,19544.988,19695.977,19842.044,19983.984,20123.508,20261.738,20398.496,20532.599,20663.053,20788.512,20908.024,21021.177,21128.028,21228.76,21323.734,21413.25
