"","iso_code","country","year","co2","consumption_co2","co2_growth_prct","co2_growth_abs","trade_co2","co2_per_capita","consumption_co2_per_capita","share_global_co2","cumulative_co2","share_global_cumulative_co2","co2_per_gdp","consumption_co2_per_gdp","co2_per_unit_energy","coal_co2","cement_co2","flaring_co2","gas_co2","oil_co2","other_industry_co2","cement_co2_per_capita","coal_co2_per_capita","flaring_co2_per_capita","gas_co2_per_capita","oil_co2_per_capita","other_co2_per_capita","trade_co2_share","share_global_cement_co2","share_global_coal_co2","share_global_flaring_co2","share_global_gas_co2","share_global_oil_co2","share_global_other_co2","cumulative_cement_co2","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_oil_co2","cumulative_other_co2","share_global_cumulative_cement_co2","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","total_ghg","ghg_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","population","gdp","primary_energy_consumption","energy_per_capita","energy_per_gdp","Region","Subregion","Notes","Country code","Type","Parent code","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"71","GTM","Guatemala",2019,20.513,NA,5.68,1.102,NA,1.167,NA,0.06,423.905,0.03,NA,NA,NA,6.805,1.357,NA,NA,12.352,NA,0.077,0.387,NA,NA,0.702,NA,NA,0.09,0.05,NA,NA,0.1,NA,33.404,44.02,NA,NA,346.041,NA,0.08,0.01,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,17581476,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,320,"Country/Area",916,3114.956,3212.327,3311.525,3413.156,3517.654,3625.305,3736.231,3850.435,3967.743,4087.921,4210.751,4336.132,4464.251,4595.509,4730.533,4869.714,5013.167,5160.616,5311.61,5465.515,5621.794,5780.477,5941.567,6104.528,6268.707,6433.723,6599.211,6765.516,6933.909,7106.144,7283.456,7466.481,7654.818,7847.468,8042.895,8240.06,8438.599,8639.105,8842.571,9050.464,9263.82,9483.273,9708.552,9938.699,10172.303,10408.486,10646.676,10887.637,11133.502,11387.208,11650.744,11924.941,12208.854,12500.479,12796.926,13096.028,13397.022,13700.326,14006.42,14316.251,14630.42,14948.792,15270.774,15595.821,15923.238,16252.425,16583.079,16914.979,17247.855,17581.476,17915.567
"72","GIN","Guinea",2019,3.153,NA,4,0.121,NA,0.247,NA,0.01,81.265,0,NA,NA,NA,NA,NA,NA,NA,3.153,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,81.265,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,12771246,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,324,"Country/Area",914,3012.938,3054,3095.613,3138.452,3183.009,3229.643,3278.495,3329.562,3382.714,3437.667,3494.164,3552.068,3611.428,3672.56,3735.912,3801.711,3870.204,3941.046,4013.05,4084.601,4154.606,4223.056,4290.544,4357.357,4424.03,4491.248,4559.239,4628.881,4702.371,4782.491,4871.446,4969.595,5077.073,5195.443,5326.369,5470.716,5629.42,5801.323,5982.484,6167.48,6352.282,6534.936,6716.032,6897.171,7081.119,7269.631,7463.782,7662.071,7860.772,8054.745,8240.735,8417.082,8586.077,8753.097,8925.729,9109.585,9307.421,9518.159,9738.796,9964.47,10192.168,10420.459,10652.032,10892.821,11150.97,11432.096,11738.434,12067.516,12414.292,12771.246,13132.792
"73","GNB","Guinea-Bissau",2019,0.321,NA,4,0.012,NA,0.167,NA,0,9.823,0,NA,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9.823,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1920917,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,624,"Country/Area",914,535.438,544.412,552.569,560.362,568.163,576.131,584.335,592.669,600.925,608.835,616.14,622.754,628.877,635.008,641.821,649.795,658.998,669.243,680.431,692.407,704.937,718.359,732.516,746.178,757.668,765.985,770.415,771.732,772.137,774.726,781.678,793.804,810.402,830.212,851.276,872.163,892.53,912.755,933.046,953.782,975.265,997.522,1020.353,1043.421,1066.345,1088.85,1110.835,1132.505,1154.372,1177.133,1201.305,1227.105,1254.454,1283.297,1313.492,1344.931,1377.582,1411.545,1446.936,1483.92,1522.603,1562.996,1604.981,1648.259,1692.433,1737.207,1782.434,1828.146,1874.304,1920.917,1967.998
"74","GUY","Guyana",2019,2.39,NA,2.04,0.048,NA,3.054,NA,0.01,98.149,0.01,NA,NA,NA,NA,0.157,NA,NA,2.234,NA,0.2,NA,NA,NA,2.854,NA,NA,0.01,NA,NA,NA,0.02,NA,0.667,NA,NA,NA,97.449,NA,0,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,782775,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,328,"Country/Area",931,406.559,418.68,432.815,448.462,465.165,482.562,500.315,518.251,536.22,554.094,571.813,589.274,606.286,622.58,637.835,651.865,664.518,675.861,686.144,695.743,704.93,713.684,721.949,729.909,737.846,745.847,754.101,762.424,770.128,776.257,780.153,781.734,781.249,778.953,775.217,770.439,764.447,757.451,750.641,745.581,743.306,744.477,748.596,754.141,758.896,761.298,760.801,757.975,753.778,749.676,746.718,745.206,744.789,745.142,745.737,746.156,746.335,746.477,746.815,747.718,749.43,752.029,755.388,759.281,763.371,767.433,771.363,775.218,779.007,782.775,786.559
"75","HTI","Haiti",2019,3.281,NA,-2.56,-0.086,NA,0.291,NA,0.01,75.959,0,NA,NA,NA,NA,0.077,NA,NA,3.204,NA,0.007,NA,NA,NA,0.284,NA,NA,0,NA,NA,NA,0.03,NA,4.209,NA,NA,NA,70.804,NA,0.01,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,11263079,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,332,"Country/Area",915,3221.27,3274.41,3330.331,3388.959,3450.248,3514.069,3580.312,3648.819,3719.427,3791.934,3866.162,3941.956,4019.171,4097.755,4177.631,4258.734,4341.325,4425.318,4509.811,4593.666,4676.237,4757.175,4837.334,4918.625,5003.708,5094.57,5191.637,5294.625,5404.02,5520.187,5643.175,5773.367,5910.223,6051.617,6194.686,6337.275,6478.537,6618.742,6758.222,6897.755,7037.915,7178.611,7319.491,7460.684,7602.318,7744.509,7887.312,8030.721,8174.68,8319.07,8463.802,8608.81,8754.148,8900.108,9047.082,9195.289,9344.784,9495.336,9646.57,9798.046,9949.318,10100.32,10250.922,10400.672,10549.007,10695.54,10839.976,10982.367,11123.183,11263.079,11402.533
"76","HND","Honduras",2019,10.928,NA,4.37,0.458,NA,1.121,NA,0.03,249.735,0.02,NA,NA,NA,1.76,0.658,NA,NA,8.51,NA,0.068,0.181,NA,NA,0.873,NA,NA,0.04,0.01,NA,NA,0.07,NA,19.572,13.173,NA,NA,216.99,NA,0.05,0,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,9746115,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,340,"Country/Area",916,1546.719,1588.561,1631.731,1676.508,1723.013,1771.357,1821.542,1873.493,1927.101,1982.194,2038.636,2096.407,2155.648,2216.712,2280.044,2346.005,2414.805,2486.418,2560.723,2637.515,2716.652,2798.125,2882.102,2968.978,3059.245,3153.252,3251.145,3352.825,3458.102,3566.661,3678.274,3792.922,3910.642,4031.333,4154.864,4281.167,4410.27,4542.218,4677.023,4814.696,4955.302,5098.594,5244.677,5394.416,5548.969,5709.01,5874.814,6045.704,6220.405,6397.14,6574.51,6751.912,6929.267,7106.323,7282.953,7458.982,7634.295,7808.52,7980.955,8150.78,8317.467,8480.67,8640.692,8798.524,8955.579,9112.904,9270.794,9429.016,9587.523,9746.115,9904.608
"77","HUN","Hungary",2019,49.101,NA,-1.06,-0.527,NA,5.07,NA,0.13,4969.89,0.3,NA,NA,0.178,8.405,0.882,0.147,20.263,18.822,0.581,0.091,0.868,0.015,2.092,1.944,0.06,NA,0.06,0.06,0.03,0.27,0.15,0.5,89.007,2604.671,12.552,999.736,1241.366,22.558,0.21,0.34,0.07,0.42,0.21,0.63,NA,NA,NA,NA,NA,NA,9684680,NA,275.916,28488.966,NA,"Europe","EUROPE",NA,348,"Country/Area",923,9337.718,9480.607,9597.942,9692.902,9768.679,9828.498,9875.596,9913.251,9944.702,9973.056,10000.989,10030.477,10062.51,10096.975,10132.978,10169.802,10208.225,10248.705,10289.769,10329.352,10366.099,10398.163,10426.085,10453.66,10486.191,10526.777,10577.942,10636.567,10693.327,10735.499,10754.286,10746.489,10715.857,10669.203,10616.742,10566.321,10519.296,10474.544,10434.539,10401.614,10377.135,10363.05,10358.622,10359.052,10357.586,10349.308,10332.451,10308.479,10279.61,10249.407,10220.509,10193.451,10167.286,10141.341,10114.481,10085.942,10055.657,10024.158,9991.867,9959.439,9927.38,9895.689,9864.363,9833.923,9804.991,9777.925,9752.97,9729.822,9707.502,9684.68,9660.35
"78","ISL","Iceland",2019,3.322,NA,-9.6,-0.353,NA,9.797,NA,0.01,149.011,0.01,NA,NA,0.054,0.715,NA,0.156,0.001,2.443,0.006,NA,2.109,0.462,0.003,7.205,0.019,NA,NA,0,0.04,0,0.02,0.01,NA,18.638,3.901,0.009,123.64,0.089,NA,0,0.02,0,0.02,0,NA,NA,NA,NA,NA,NA,339037,NA,61.007,179962.796,NA,"Europe","EUROPE",NA,352,"Country/Area",924,142.657,144.942,147.713,150.813,154.163,157.641,161.198,164.786,168.396,171.992,175.584,179.183,182.711,186.13,189.345,192.315,194.991,197.405,199.669,201.971,204.423,207.095,209.928,212.803,215.568,218.079,220.276,222.267,224.146,226.104,228.256,230.665,233.273,236.021,238.818,241.587,244.335,247.057,249.755,252.424,255.044,257.616,260.155,262.65,265.14,267.627,270.144,272.709,275.294,277.868,280.439,282.91,285.329,287.955,291.102,294.976,299.727,305.181,310.855,316.057,320.342,323.471,325.642,327.194,328.592,330.237,332.209,334.395,336.712,339.037,341.25
"79","IND","India",2019,2616.449,NA,0.97,25.125,NA,1.915,NA,7.18,51937.016,3.14,NA,NA,0.277,1669.622,143.664,1.576,128.68,672.907,NA,0.105,1.222,0.001,0.094,0.492,NA,NA,9.19,11.63,0.37,1.69,5.45,NA,2352.202,33641.606,164.352,2221.818,13557.037,NA,5.65,4.36,0.96,0.93,2.33,NA,NA,NA,NA,NA,NA,NA,1366417756,NA,9460.984,6923.931,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,356,"Country/Area",5501,376325.2,382376.945,388799.076,395544.365,402578.594,409880.606,417442.811,425270.709,433380.978,441798.571,450547.675,459642.166,469077.191,478825.602,488848.139,499123.328,509631.509,520400.577,531513.834,543084.333,555189.797,567868.021,581087.255,594770.136,608802.595,623102.9,637630.085,652408.766,667499.815,682995.348,698952.837,715384.997,732239.498,749428.958,766833.411,784360.012,801975.25,819682.095,837468.938,855334.675,873277.799,891273.202,909307.018,927403.866,945601.828,963922.586,982365.248,1000900.028,1019483.586,1038058.154,1056575.548,1075000.094,1093317.187,1111523.146,1129623.466,1147609.924,1165486.291,1183209.471,1200669.762,1217726.217,1234281.163,1250287.939,1265780.243,1280842.119,1295600.768,1310152.392,1324517.25,1338676.779,1352642.283,1366417.756,1380004.385
"80","IDN","Indonesia",2019,617.513,NA,7.1,40.928,NA,2.282,NA,1.69,13497.758,0.82,NA,NA,0.25,254.629,30.53,11.043,85.513,235.797,NA,0.113,0.941,0.041,0.316,0.871,NA,NA,1.95,1.77,2.57,1.12,1.91,NA,631.408,3096.445,482.468,2366.81,6920.639,NA,1.52,0.4,2.82,1,1.19,NA,NA,NA,NA,NA,NA,NA,270625567,NA,2475.353,9146.767,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,360,"Country/Area",920,69543.321,70849.443,72274.629,73820.844,75487.888,77273.427,79172.8,81179.211,83284.051,85477.628,87751.066,90098.396,92518.373,95015.295,97596.728,100267.07,103025.423,105865.576,108779.926,111758.566,114793.179,117880.146,121017.316,124199.693,127422.198,130680.73,133966.94,137278.057,140621.731,144009.844,147447.834,150938.222,154468.235,158009.248,161523.353,164982.452,168374.287,171702.756,174975.953,178209.147,181413.398,184591.897,187739.786,190851.184,193917.458,196934.257,199901.231,202826.444,205724.597,208615.171,211513.822,214427.419,217357.79,220309.473,223285.666,226289.468,229318.262,232374.239,235469.755,238620.554,241834.226,245115.988,248451.714,251805.314,255128.076,258383.257,261556.386,264650.969,267670.549,270625.567,273523.621
"81","IRQ","Iraq",2019,221.384,NA,4.79,10.114,NA,5.632,NA,0.61,4443.611,0.27,NA,NA,0.358,NA,3.492,34.24,28.307,155.345,NA,0.089,NA,0.871,0.72,3.952,NA,NA,0.22,NA,7.97,0.37,1.26,NA,120.928,NA,677.546,353.114,3291.832,NA,0.29,NA,3.97,0.15,0.57,NA,NA,NA,NA,NA,NA,NA,39309789,NA,618.492,15733.708,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,368,"Country/Area",922,5719.183,5901.51,6065.011,6216.129,6360.437,6502.661,6646.635,6795.398,6951.159,7115.505,7289.753,7475.349,7674.217,7888.91,8122.199,8375.795,8651.162,8947.397,9260.687,9585.585,9917.978,10255.853,10599.661,10950.888,11312.062,11684.579,12068.675,12462.059,12860.678,13259.107,13653.348,14044.115,14432.466,14815.653,15190.396,15555.807,15909.764,16257.072,16612.319,16994.942,17419.113,17889.457,18402.74,18955.087,19539.348,20149.342,20783.073,21439.579,22114.33,22802.061,23497.589,24208.178,24931.922,25644.503,26313.838,26922.279,27448.124,27911.242,28385.739,28973.157,29741.977,30725.305,31890.012,33157.061,34411.949,35572.269,36610.632,37552.789,38433.604,39309.789,40222.503
"82","IRL","Ireland",2019,37.118,NA,-4.34,-1.686,NA,7.602,NA,0.1,2189.366,0.13,NA,NA,0.202,4.147,1.916,0,10.781,19.637,0.636,0.392,0.849,0,2.208,4.022,0.13,NA,0.12,0.03,0,0.14,0.16,0.55,69.956,872.514,0.102,283.278,946.703,16.812,0.17,0.11,0,0.12,0.16,0.47,NA,NA,NA,NA,NA,NA,4882498,NA,184.243,37739.296,NA,"Europe","EUROPE",NA,372,"Country/Area",924,2912.682,2912.605,2909.049,2901.312,2889.284,2873.41,2854.784,2835.058,2816.353,2801.088,2791.39,2788.526,2792.38,2801.184,2812.226,2823.644,2834.679,2846.351,2860.729,2880.757,2908.43,2944.092,2986.566,3034.327,3085.159,3137.181,3189.867,3242.767,3294.158,3342.005,3384.76,3422.026,3453.785,3479.464,3498.54,3510.978,3516.423,3515.827,3512.179,3509.508,3510.881,3517.704,3529.847,3546.929,3567.918,3592.18,3619.633,3651.096,3687.821,3731.472,3783.095,3842.253,3907.995,3980.077,4058.131,4141.218,4230.619,4324.649,4415.871,4494.572,4554.33,4591.115,4608.199,4615.426,4626.852,4652.42,4695.79,4753.281,4818.694,4882.498,4937.796
"83","ISR","Israel",2019,64.172,NA,3.15,1.959,NA,7.532,NA,0.18,2338.804,0.14,NA,NA,0.205,18.826,2.264,NA,21.514,21.568,NA,0.266,2.21,NA,2.525,2.532,NA,NA,0.14,0.13,NA,0.28,0.17,NA,84.448,769.582,NA,181.515,1303.258,NA,0.2,0.1,NA,0.08,0.22,NA,NA,NA,NA,NA,NA,NA,8519373,NA,312.794,36717.179,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,376,"Country/Area",922,1257.968,1345.335,1435.825,1525.358,1611.168,1691.873,1767.489,1839.371,1910.043,1982.76,2060.476,2144.648,2234.199,2325.149,2411.782,2490.322,2558.716,2619.102,2676.972,2740.066,2813.746,2900.016,2996.475,3098.785,3200.533,3296.931,3387.048,3472.118,3552.297,3628.307,3700.916,3770.694,3838.109,3903.954,3969.182,4035.062,4100.543,4167.13,4241.786,4333.578,4448.348,4589.305,4752.826,4929.413,5105.571,5271.368,5424.241,5566.551,5699.279,5824.944,5945.949,6060.679,6169.311,6278.374,6396.511,6529.47,6680.641,6847.148,7020.832,7190.037,7346.446,7487.095,7614.946,7734.834,7854.216,7978.496,8108.984,8243.849,8381.507,8519.373,8655.541
"84","ITA","Italy",2019,337.086,NA,-3.16,-10.999,NA,5.567,NA,0.93,24379.815,1.47,NA,NA,0.19,31.699,7.757,2.295,146.074,146.102,3.159,0.128,0.524,0.038,2.412,2.413,0.052,NA,0.5,0.22,0.53,1.92,1.18,2.74,934.851,4670.984,91.231,5180.573,13366.165,136.011,2.25,0.6,0.53,2.18,2.3,3.82,NA,NA,NA,NA,NA,NA,60550092,NA,1770.422,29239.012,NA,"Europe","EUROPE",NA,380,"Country/Area",925,46598.599,47009.982,47390.571,47737.391,48051.041,48335.577,48598.903,48852.439,49110.365,49388.394,49699.947,50052.174,50442.35,50856.405,51273.234,51677.247,52062.749,52433.478,52794.534,53154.575,53518.966,53888.88,54258.737,54619.24,54957.795,55265.28,55537.953,55777.881,55988.983,56177.842,56349.352,56505.476,56644.86,56765.25,56863.131,56936.776,56983.931,57007.737,57018.193,57028.707,57048.237,57088.125,57145.308,57197.61,57213.538,57174.412,57065.231,56903.633,56742.755,56655.629,56692.178,56875.148,57182.521,57564.589,57948.421,58281.209,58542.619,58747.862,58922.116,59105.622,59325.232,59589.07,59879.469,60166.828,60409.622,60578.489,60663.068,60673.694,60627.291,60550.092,60461.828
"85","JAM","Jamaica",2019,8.014,NA,0.06,0.005,NA,2.718,NA,0.02,445.273,0.03,NA,NA,NA,0.361,0.334,NA,0.28,7.04,NA,0.113,0.122,NA,0.095,2.388,NA,NA,0.02,0,NA,0,0.06,NA,14.104,5.88,NA,0.729,424.561,NA,0.03,0,NA,0,0.07,NA,NA,NA,NA,NA,NA,NA,2948277,NA,NA,NA,NA,"Latin America and the Caribbean","LATIN AMERICA AND THE CARIBBEAN",NA,388,"Country/Area",915,1402.903,1437.066,1468.233,1495.935,1520.093,1540.957,1559.145,1575.685,1591.821,1609.016,1628.524,1651.067,1676.5,1703.66,1730.739,1756.508,1780.522,1803.324,1825.873,1849.658,1875.637,1904.281,1935.089,1966.978,1998.313,2028.019,2055.371,2080.824,2105.903,2132.784,2162.839,2196.921,2234.062,2271.735,2306.367,2335.51,2358.165,2375.4,2389.415,2403.464,2419.901,2439.329,2461.047,2484.583,2509.042,2533.705,2558.631,2583.914,2608.874,2632.677,2654.698,2674.706,2692.843,2709.438,2725.017,2740,2754.414,2768.229,2781.869,2795.839,2810.464,2825.932,2842.128,2858.71,2875.137,2891.024,2906.242,2920.848,2934.853,2948.277,2961.161
"86","JPN","Japan",2019,1106.664,NA,-2.56,-29.024,NA,8.724,NA,3.04,64584.916,3.91,NA,NA,0.213,434.768,25.754,0.414,218.452,418.786,8.491,0.203,3.427,0.003,1.722,3.301,0.067,NA,1.65,3.03,0.1,2.87,3.39,7.38,1957.546,23356.195,14.887,6611.746,32359.744,284.798,4.71,3.02,0.09,2.78,5.57,7.99,NA,NA,NA,NA,NA,NA,126860299,NA,5187.154,40888.804,NA,"Asia","EASTERN AND SOUTH-EASTERN ASIA",NA,392,"Country/Area",906,82802.084,84316.265,85659.438,86869.979,87980.574,89018.255,90004.18,90953.812,91877.637,92782.242,93673.612,94560.714,95458.517,96389.422,97379.402,98447.007,99596.075,100822.283,102124.002,103496.032,104929.26,106427.102,107976.03,109528.514,111022.692,112413.362,113679.19,114827.826,115879.222,116867.356,117816.942,118732.838,119605.254,120427.643,121189.269,121883.483,122509.119,123072.72,123584.522,124058.517,124505.243,124929.764,125331.3,125707.407,126053.127,126365.486,126644.099,126892.745,127117.436,127326.063,127524.168,127713.824,127893.075,128058.368,128204.183,128326.115,128422.74,128494.05,128538.644,128555.196,128542.349,128498.966,128423.571,128314.189,128168.63,127985.139,127763.267,127502.728,127202.19,126860.299,126476.458
"87","JOR","Jordan",2019,26.072,NA,4.61,1.148,NA,2.581,NA,0.07,675.068,0.04,NA,NA,NA,0.579,1.677,NA,8.474,15.342,NA,0.166,0.057,NA,0.839,1.519,NA,NA,0.11,0,NA,0.11,0.12,NA,51.997,5.419,NA,81.269,536.383,NA,0.12,0,NA,0.03,0.09,NA,NA,NA,NA,NA,NA,NA,10101697,NA,NA,NA,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,400,"Country/Area",922,481.319,536.398,576.275,609.98,644.124,682.975,728.205,779.111,832.979,885.586,933.102,973.983,1010.647,1050.212,1102.404,1173.603,1267.063,1378.995,1500.168,1617.427,1721.315,1809.193,1883.923,1948.443,2007.735,2065.916,2123.18,2179.361,2237.936,2303.116,2377.997,2464.87,2563.525,2671.413,2784.457,2900.055,3015.294,3131.8,3256.552,3399.333,3565.888,3760.493,3977.667,4201.559,4410.357,4588.842,4732.848,4848.536,4943.975,5031.754,5122.495,5217.328,5317.514,5434.036,5580.241,5765.639,5991.547,6255.29,6556.473,6893.258,7261.541,7662.858,8089.963,8518.992,8918.822,9266.573,9554.286,9785.84,9965.322,10101.697,10203.14
"88","KAZ","Kazakhstan",2019,313.798,NA,-1.83,-5.85,NA,16.915,NA,0.86,13308.047,0.81,NA,NA,0.364,172.426,3.891,19.006,65.422,49.985,3.069,0.21,9.294,1.024,3.526,2.694,0.165,NA,0.25,1.2,4.43,0.86,0.4,2.67,98.47,8847.284,516.154,1176.611,2593.295,76.233,0.24,1.15,3.02,0.49,0.45,2.14,NA,NA,NA,NA,NA,NA,18551428,NA,861.057,46415.639,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,398,"Country/Area",5500,6703,6811.564,7006.641,7269.054,7582.298,7932.517,8308.594,8702.076,9106.9,9518.906,9934.564,10349.422,10756.931,11147.86,11511.856,11841.926,12132.56,12385.706,12611.432,12824.614,13036.14,13250.211,13463.985,13673.014,13869.975,14050.227,14212.145,14359.629,14499.957,14643.133,14796.175,14958.897,15128.09,15303.316,15483.411,15665.594,15852.524,16039.253,16205.998,16326.848,16383.881,16373.308,16302.809,16181.161,16022.224,15839.357,15631.926,15406.005,15190.168,15020.573,14922.724,14910.207,14976.184,15100.045,15250.016,15402.803,15551.263,15702.112,15862.126,16043.015,16252.273,16490.669,16751.523,17026.118,17302.619,17572.01,17830.902,18080.023,18319.616,18551.428,18776.707
"89","KEN","Kenya",2019,17.315,NA,1.04,0.179,NA,0.329,NA,0.05,449.086,0.03,NA,NA,NA,1.212,2.598,NA,NA,13.505,NA,0.049,0.023,NA,NA,0.257,NA,NA,0.17,0.01,NA,NA,0.11,NA,48.797,23.378,NA,NA,376.911,NA,0.12,0,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,52573967,NA,NA,NA,NA,"Africa","SUB-SAHARAN AFRICA",NA,404,"Country/Area",910,6076.757,6242.107,6415.955,6598.172,6788.705,6987.658,7195.224,7411.766,7637.725,7873.623,8120.082,8377.693,8647.002,8928.51,9222.692,9530.163,9851.453,10187.487,10539.909,10910.677,11301.394,11713.046,12146.07,12600.799,13077.341,13575.898,14096.258,14638.887,15205.381,15797.771,16417.203,17063.87,17736.326,18431.76,19146.403,19877.078,20622.56,21382.111,22153.685,22935.088,23724.574,24521.714,25326.08,26136.217,26950.508,27768.297,28589.456,29415.66,30250.488,31098.763,31964.557,32848.569,33751.746,34678.781,35635.267,36624.897,37649.039,38705.934,39791.984,40901.798,42030.684,43178.27,44343.469,45519.986,46700.063,47878.339,49051.531,50221.146,51392.57,52573.967,53771.3
"90","KIR","Kiribati",2019,0.073,NA,6.54,0.005,NA,0.624,NA,0,2.044,0,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2.044,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,117608,NA,NA,NA,NA,"Oceania","OCEANIA (EXCLUDING AUSTRALIA AND NEW ZEALAND)",NA,296,"Country/Area",954,33.05,33.615,34.27,34.976,35.75,36.566,37.428,38.317,39.241,40.206,41.196,42.234,43.283,44.342,45.392,46.429,47.429,48.403,49.354,50.267,51.142,51.979,52.775,53.558,54.334,55.114,55.922,56.759,57.613,58.469,59.296,60.101,60.887,61.736,62.745,63.989,65.504,67.244,69.087,70.849,72.394,73.692,74.767,75.711,76.668,77.716,78.904,80.188,81.558,82.969,84.405,85.844,87.308,88.84,90.498,92.319,94.341,96.531,98.76,100.928,102.93,104.735,106.359,107.887,109.387,110.927,112.529,114.153,115.842,117.608,119.446
"91","KWT","Kuwait",2019,107.532,NA,3.18,3.314,NA,25.56,NA,0.3,2850.069,0.17,NA,NA,0.236,NA,1.397,1.539,47.311,57.285,NA,0.332,NA,0.366,11.246,13.616,NA,NA,0.09,NA,0.36,0.62,0.46,NA,30.161,NA,282.564,970.461,1567.608,NA,0.07,NA,1.65,0.41,0.27,NA,NA,NA,NA,NA,NA,NA,4207077,NA,454.891,108127.063,NA,"Asia","NORTHERN AFRICA AND WESTERN ASIA",NA,414,"Country/Area",922,153.103,158.01,162.804,167.991,174.148,181.893,191.888,204.89,221.615,242.796,269.026,300.581,337.346,378.756,423.9,472.032,523.169,577.164,632.911,688.972,744.444,798.639,851.918,905.639,961.773,1021.725,1085.866,1153.573,1224.063,1296.077,1368.68,1439.334,1507.636,1576.975,1652.15,1735.278,1832.302,1938.916,2034.85,2092.786,2095.35,2031.297,1912.425,1772.607,1659.304,1605.907,1626.858,1710.257,1831.121,1951.642,2045.123,2103.273,2136.991,2161.626,2200.498,2270.196,2373.661,2504.026,2656.01,2821.041,2991.884,3168.054,3348.852,3526.382,3690.939,3835.588,3956.862,4056.102,4137.314,4207.077,4270.563
"92","KGZ","Kyrgyzstan",2019,11.483,NA,12.92,1.314,NA,1.79,NA,0.03,854.178,0.05,NA,NA,NA,4.928,0.502,NA,0.632,5.42,NA,0.078,0.768,NA,0.098,0.845,NA,NA,0.03,0.03,NA,0.01,0.04,NA,28.026,442.076,NA,81.547,297.438,NA,0.07,0.06,NA,0.03,0.05,NA,NA,NA,NA,NA,NA,NA,6415851,NA,NA,NA,NA,"Asia","CENTRAL AND SOUTHERN ASIA",NA,417,"Country/Area",5500,1740.005,1765.557,1795.141,1828.202,1864.497,1904.069,1947.222,1994.559,2046.913,2105.187,2170.091,2241.761,2319.45,2401.462,2485.425,2569.448,2653.05,2736.074,2817.324,2895.538,2969.857,3039.759,3105.533,3168.293,3229.683,3291.074,3352.615,3414.33,3477.224,3542.511,3610.974,3682.66,3757.168,3834.14,3913.018,3993.077,4075.144,4158.584,4239.283,4311.856,4372.885,4419.627,4454.192,4483.844,4518.808,4566.096,4629.403,4705.651,4786.772,4861.121,4920.712,4962.839,4991.478,5013.538,5038.995,5075.34,5124.379,5184.384,5254.969,5334.708,5422.298,5517.927,5621.583,5731.312,5844.521,5959.126,6074.327,6189.727,6304.025,6415.851,6524.191
